servers,runs,elapsed_time,cpu_time,cpu_memory 
5,1,1.0989484786987305,0.828125,195958.49142857143
5,2,0.8442268371582031,1.21875,182521.856
5,3,0.4388906955718994,0.796875,181551.104
5,4,0.9376938343048096,0.796875,196570.62399999998
5,5,0.6487829685211182,1.09375,196055.85919999998
5,6,0.7771749496459961,0.75,182043.98933333333
5,7,0.4792509078979492,1.46875,196055.72266666664
5,8,0.30619049072265625,0.71875,196020.56533333333
