servers,runs,elapsed_time,cpu_time,cpu_memory 
3,1,1.076794147491455,0.328125,97714.176
3,2,0.3272716999053955,0.421875,97897.13066666668
3,3,0.4700343608856201,0.34375,98019.328
3,4,1.0782537460327148,0.46875,97814.528
3,5,0.26309895515441895,0.234375,97941.50400000002
3,6,0.5298378467559814,0.359375,98024.10666666667
3,7,0.16434860229492188,0.140625,97843.19999999998
3,8,0.5637969970703125,0.546875,97837.056
